Date,sp500_Close,dax_Close,nikkei_Close,ftse_Close
2017-10-18,2561.260009765625,13043.0302734375,21363.05078125,7542.89990234375
2017-10-19,2562.10009765625,12990.099609375,21448.51953125,7523.0
2017-10-20,2575.2099609375,12991.2802734375,21457.640625,7523.2001953125
2017-10-23,2564.97998046875,13003.1396484375,21696.650390625,7524.5
2017-10-24,2569.1298828125,13013.1904296875,21805.169921875,7526.5
2017-10-25,2557.14990234375,12953.41015625,21707.619140625,7447.2001953125
2017-10-26,2560.39990234375,13133.2802734375,21739.779296875,7486.5
2017-10-27,2581.070068359375,13217.5400390625,22008.44921875,7505.0
2017-10-30,2572.830078125,13229.5703125,22011.669921875,7487.7998046875
2017-11-01,2579.360107421875,13465.509765625,22420.080078125,7488.0
2017-11-02,2579.85009765625,13440.9296875,22539.119140625,7555.2998046875
2017-11-03,2587.840087890625,13478.8603515625,22539.119140625,7560.39990234375
2017-11-06,2591.1298828125,13468.7900390625,22548.349609375,7562.2998046875
2017-11-07,2590.639892578125,13379.26953125,22937.599609375,7513.10009765625
2017-11-08,2594.3798828125,13382.419921875,22913.8203125,7529.7001953125
2017-11-09,2584.6201171875,13182.5595703125,22868.7109375,7484.10009765625
2017-11-10,2582.300048828125,13127.4697265625,22681.419921875,7433.0
2017-11-13,2584.840087890625,13074.419921875,22380.990234375,7415.2001953125
2017-11-14,2578.8701171875,13033.48046875,22380.009765625,7414.39990234375
2017-11-15,2564.6201171875,12976.3701171875,22028.3203125,7372.60009765625
2017-11-16,2585.639892578125,13047.2197265625,22351.119140625,7386.89990234375
2017-11-17,2578.85009765625,12993.73046875,22396.80078125,7380.7001953125
2017-11-20,2582.139892578125,13058.66015625,22261.759765625,7389.5
2017-11-21,2599.030029296875,13167.5400390625,22416.48046875,7411.2998046875
2017-11-22,2597.080078125,13015.0400390625,22523.150390625,7419.0
2017-11-24,2602.419921875,13059.83984375,22550.849609375,7409.60009765625
2017-11-27,2601.419921875,13000.2001953125,22495.990234375,7383.89990234375
2017-11-28,2627.0400390625,13059.5302734375,22486.240234375,7460.7001953125
2017-11-29,2626.070068359375,13061.8701171875,22597.19921875,7393.60009765625
2017-11-30,2647.580078125,13023.98046875,22724.9609375,7326.7001953125
2017-12-01,2642.219970703125,12861.490234375,22819.029296875,7300.5
2017-12-04,2639.43994140625,13058.5498046875,22707.16015625,7339.0
2017-12-05,2629.570068359375,13048.5400390625,22622.380859375,7327.5
2017-12-06,2629.27001953125,12998.849609375,22177.0390625,7348.0
2017-12-07,2636.97998046875,13045.150390625,22498.029296875,7320.7998046875
2017-12-08,2651.5,13153.7001953125,22811.080078125,7394.0
2017-12-11,2659.989990234375,13123.650390625,22938.73046875,7453.5
2017-12-12,2664.110107421875,13183.5302734375,22866.169921875,7500.39990234375
2017-12-13,2662.85009765625,13125.6396484375,22758.0703125,7496.5
2017-12-14,2652.010009765625,13068.080078125,22694.44921875,7448.10009765625
2017-12-15,2675.81005859375,13103.5595703125,22553.220703125,7490.60009765625
2017-12-18,2690.159912109375,13312.2998046875,22901.76953125,7537.0
2017-12-19,2681.469970703125,13215.7900390625,22868.0,7544.10009765625
2017-12-20,2679.25,13069.169921875,22891.720703125,7525.2001953125
2017-12-21,2684.570068359375,13109.740234375,22866.099609375,7604.0
2017-12-22,2683.340087890625,13072.7900390625,22902.759765625,7592.7001953125
2017-12-27,2682.6201171875,13070.01953125,22911.2109375,7620.7001953125
2017-12-28,2687.5400390625,12979.9404296875,22783.98046875,7622.89990234375
2017-12-29,2673.610107421875,12917.6396484375,22764.939453125,7687.7998046875
2018-01-04,2723.989990234375,13167.8896484375,23506.330078125,7695.89990234375
2018-01-05,2743.14990234375,13319.6396484375,23714.529296875,7724.2001953125
2018-01-09,2751.2900390625,13385.58984375,23849.990234375,7731.0
2018-01-10,2748.22998046875,13281.33984375,23788.19921875,7748.5
2018-01-11,2767.56005859375,13202.900390625,23710.4296875,7762.89990234375
2018-01-12,2786.239990234375,13245.0302734375,23653.8203125,7778.60009765625
2018-01-16,2776.419921875,13246.330078125,23951.810546875,7755.89990234375
2018-01-17,2802.56005859375,13183.9599609375,23868.33984375,7725.39990234375
2018-01-18,2798.030029296875,13281.4296875,23763.369140625,7701.0
2018-01-19,2810.300048828125,13434.4501953125,23808.060546875,7730.7998046875
2018-01-22,2832.969970703125,13463.6904296875,23816.330078125,7715.39990234375
2018-01-23,2839.1298828125,13559.599609375,24124.150390625,7731.7998046875
2018-01-24,2837.5400390625,13414.740234375,23940.779296875,7643.39990234375
2018-01-25,2839.25,13298.3603515625,23669.490234375,7615.7998046875
2018-01-26,2872.8701171875,13340.169921875,23631.880859375,7665.5
2018-01-29,2853.530029296875,13324.48046875,23629.33984375,7671.5
2018-01-30,2822.429931640625,13197.7099609375,23291.970703125,7588.0
2018-01-31,2823.81005859375,13189.48046875,23098.2890625,7533.60009765625
2018-02-01,2821.97998046875,13003.900390625,23486.109375,7490.39990234375
2018-02-02,2762.1298828125,12785.16015625,23274.529296875,7443.39990234375
2018-02-05,2648.93994140625,12687.490234375,22682.080078125,7335.0
2018-02-06,2695.139892578125,12392.66015625,21610.240234375,7141.39990234375
2018-02-07,2681.659912109375,12590.4296875,21645.369140625,7279.39990234375
2018-02-08,2581.0,12260.2900390625,21890.859375,7170.7001953125
2018-02-09,2619.550048828125,12107.48046875,21382.619140625,7092.39990234375
2018-02-13,2662.93994140625,12196.5,21244.6796875,7168.0
2018-02-14,2698.6298828125,12339.16015625,21154.169921875,7214.0
2018-02-15,2731.199951171875,12346.169921875,21464.98046875,7234.7998046875
2018-02-16,2732.219970703125,12451.9599609375,21720.25,7294.7001953125
2018-02-20,2716.260009765625,12487.900390625,21925.099609375,7246.7998046875
2018-02-21,2701.330078125,12470.490234375,21970.810546875,7281.60009765625
2018-02-22,2703.9599609375,12461.91015625,21736.439453125,7252.39990234375
2018-02-23,2747.300048828125,12483.7900390625,21892.779296875,7244.39990234375
2018-02-26,2779.60009765625,12527.0400390625,22153.630859375,7289.60009765625
2018-02-27,2744.280029296875,12490.73046875,22389.859375,7282.5
2018-02-28,2713.830078125,12435.849609375,22068.240234375,7231.89990234375
2018-03-01,2677.669921875,12190.9404296875,21724.470703125,7175.60009765625
2018-03-02,2691.25,11913.7099609375,21181.640625,7069.89990234375
2018-03-05,2720.93994140625,12090.8701171875,21042.08984375,7116.0
2018-03-06,2728.1201171875,12113.8701171875,21417.759765625,7146.7998046875
2018-03-07,2726.800048828125,12245.3603515625,21252.720703125,7157.7998046875
2018-03-08,2738.969970703125,12355.5703125,21368.0703125,7203.2001953125
2018-03-09,2786.570068359375,12346.6796875,21469.19921875,7224.5
2018-03-12,2783.02001953125,12418.3896484375,21824.029296875,7214.7998046875
2018-03-13,2765.31005859375,12221.0302734375,21968.099609375,7138.7998046875
2018-03-14,2749.47998046875,12237.740234375,21777.2890625,7132.7001953125
2018-03-15,2747.330078125,12345.5595703125,21803.94921875,7139.7998046875
2018-03-16,2752.010009765625,12389.580078125,21676.509765625,7164.10009765625
2018-03-19,2712.919921875,12217.01953125,21480.900390625,7042.89990234375
2018-03-20,2716.93994140625,12307.330078125,21380.970703125,7061.2998046875
2018-03-22,2643.68994140625,12100.080078125,21591.990234375,6952.60009765625
2018-03-23,2588.260009765625,11886.3095703125,20617.859375,6921.89990234375
2018-03-26,2658.550048828125,11787.259765625,20766.099609375,6888.7001953125
2018-03-27,2612.6201171875,11970.830078125,21317.3203125,7000.10009765625
2018-03-28,2605.0,11940.7099609375,21031.310546875,7044.7001953125
2018-03-29,2640.8701171875,12096.73046875,21159.080078125,7056.60009765625
2018-04-03,2614.449951171875,12002.4501953125,21292.2890625,7030.5
2018-04-04,2644.68994140625,11957.900390625,21319.55078125,7034.0
2018-04-05,2662.840087890625,12305.1904296875,21645.419921875,7199.5
2018-04-06,2604.469970703125,12241.26953125,21567.51953125,7183.60009765625
2018-04-09,2613.159912109375,12261.75,21678.259765625,7194.7998046875
2018-04-10,2656.8701171875,12397.3203125,21794.3203125,7266.7998046875
2018-04-11,2642.18994140625,12293.9697265625,21687.099609375,7257.10009765625
2018-04-12,2663.989990234375,12415.009765625,21660.279296875,7258.2998046875
2018-04-13,2656.300048828125,12442.400390625,21778.740234375,7264.60009765625
2018-04-16,2677.840087890625,12391.41015625,21835.529296875,7198.2001953125
2018-04-17,2706.389892578125,12585.5703125,21847.58984375,7226.10009765625
2018-04-18,2708.639892578125,12590.830078125,22158.19921875,7317.2998046875
2018-04-19,2693.1298828125,12567.419921875,22191.1796875,7328.89990234375
2018-04-20,2670.139892578125,12540.5,22162.240234375,7368.2001953125
2018-04-23,2670.2900390625,12572.3896484375,22088.0390625,7398.89990234375
2018-04-24,2634.56005859375,12550.8203125,22278.119140625,7425.39990234375
2018-04-25,2639.39990234375,12422.2998046875,22215.3203125,7379.2998046875
2018-04-26,2666.93994140625,12500.4697265625,22319.609375,7421.39990234375
2018-04-27,2669.909912109375,12580.8701171875,22467.869140625,7502.2001953125
2018-05-02,2635.669921875,12802.25,22472.779296875,7543.2001953125
2018-05-08,2671.919921875,12912.2099609375,22508.689453125,7565.7998046875
2018-05-09,2697.7900390625,12943.0595703125,22408.880859375,7662.5
2018-05-10,2723.070068359375,13022.8701171875,22497.1796875,7701.0
2018-05-11,2727.719970703125,13001.240234375,22758.48046875,7724.60009765625
2018-05-14,2730.1298828125,12977.7099609375,22865.859375,7711.0
2018-05-15,2711.449951171875,12970.0400390625,22818.01953125,7723.0
2018-05-16,2722.4599609375,12996.330078125,22717.23046875,7734.2001953125
2018-05-17,2720.1298828125,13114.6103515625,22838.369140625,7788.0
2018-05-18,2712.969970703125,13077.7197265625,22930.359375,7778.7998046875
2018-05-22,2724.43994140625,13169.919921875,22960.33984375,7877.5
2018-05-23,2733.2900390625,12976.83984375,22689.740234375,7788.39990234375
2018-05-24,2727.760009765625,12855.08984375,22437.009765625,7716.7001953125
2018-05-25,2721.330078125,12938.009765625,22450.7890625,7730.2998046875
2018-05-29,2689.860107421875,12666.509765625,22358.4296875,7632.60009765625
2018-05-30,2724.010009765625,12783.759765625,22018.51953125,7689.60009765625
2018-05-31,2705.27001953125,12604.8896484375,22201.8203125,7678.2001953125
2018-06-01,2734.6201171875,12724.26953125,22171.349609375,7701.7998046875
2018-06-04,2746.8701171875,12770.75,22475.939453125,7741.2998046875
2018-06-05,2748.800048828125,12787.1298828125,22539.5390625,7686.7998046875
2018-06-06,2772.35009765625,12830.0703125,22625.73046875,7712.39990234375
2018-06-07,2770.3701171875,12811.0498046875,22823.259765625,7704.39990234375
2018-06-08,2779.030029296875,12766.5498046875,22694.5,7681.10009765625
2018-06-11,2782.0,12842.91015625,22804.0390625,7737.39990234375
2018-06-12,2786.85009765625,12842.2998046875,22878.349609375,7703.7998046875
2018-06-13,2775.6298828125,12890.580078125,22966.380859375,7703.7001953125
2018-06-14,2782.489990234375,13107.099609375,22738.609375,7765.7998046875
2018-06-15,2779.659912109375,13010.5498046875,22851.75,7633.89990234375
2018-06-18,2773.75,12834.1103515625,22680.330078125,7631.2998046875
2018-06-19,2762.590087890625,12677.9697265625,22278.48046875,7603.89990234375
2018-06-20,2767.320068359375,12695.16015625,22555.4296875,7627.39990234375
2018-06-21,2749.760009765625,12511.91015625,22693.0390625,7556.39990234375
2018-06-22,2754.8798828125,12579.7197265625,22516.830078125,7682.2998046875
2018-06-25,2717.070068359375,12270.330078125,22338.150390625,7509.7998046875
2018-06-26,2723.06005859375,12234.33984375,22342.0,7537.89990234375
2018-06-27,2699.6298828125,12348.6103515625,22271.76953125,7621.7001953125
2018-06-28,2716.31005859375,12177.23046875,22270.390625,7615.60009765625
2018-06-29,2718.3701171875,12306.0,22304.509765625,7636.89990234375
2018-07-02,2726.7099609375,12238.169921875,21811.9296875,7547.89990234375
2018-07-03,2713.219970703125,12349.1396484375,21785.5390625,7593.2998046875
2018-07-05,2736.610107421875,12464.2900390625,21546.990234375,7603.2001953125
2018-07-06,2759.820068359375,12496.169921875,21788.140625,7617.7001953125
2018-07-09,2784.169921875,12543.8896484375,22052.1796875,7688.0
2018-07-10,2793.840087890625,12609.849609375,22196.890625,7692.0
2018-07-11,2774.02001953125,12417.1298828125,21932.2109375,7592.0
2018-07-12,2798.2900390625,12492.9697265625,22187.9609375,7651.2998046875
2018-07-13,2801.31005859375,12540.73046875,22597.349609375,7661.89990234375
2018-07-16,2798.429931640625,12561.01953125,22597.349609375,7600.5
2018-07-17,2809.550048828125,12661.5400390625,22697.359375,7626.2998046875
2018-07-18,2815.6201171875,12765.9404296875,22794.189453125,7676.2998046875
2018-07-19,2804.489990234375,12686.2900390625,22764.6796875,7684.0
2018-07-20,2801.830078125,12561.419921875,22697.880859375,7678.7998046875
2018-07-23,2806.97998046875,12548.5703125,22396.990234375,7655.7998046875
2018-07-24,2820.39990234375,12689.3896484375,22510.48046875,7709.10009765625
2018-07-25,2846.070068359375,12579.330078125,22614.25,7658.2998046875
2018-07-26,2837.43994140625,12809.23046875,22586.869140625,7663.2001953125
2018-07-27,2818.820068359375,12860.400390625,22712.75,7701.2998046875
2018-07-30,2802.60009765625,12798.2001953125,22544.83984375,7700.89990234375
2018-07-31,2816.2900390625,12805.5,22553.720703125,7748.7998046875
2018-08-01,2813.360107421875,12737.0498046875,22746.69921875,7652.89990234375
2018-08-02,2827.219970703125,12546.330078125,22512.529296875,7575.89990234375
2018-08-03,2840.35009765625,12615.759765625,22525.1796875,7659.10009765625
2018-08-06,2850.39990234375,12598.2099609375,22507.3203125,7663.7998046875
2018-08-07,2858.449951171875,12648.1904296875,22662.740234375,7718.5
2018-08-08,2857.699951171875,12633.5400390625,22644.310546875,7776.7001953125
2018-08-09,2853.580078125,12676.1103515625,22598.390625,7741.7998046875
2018-08-10,2833.280029296875,12424.349609375,22298.080078125,7667.0
2018-08-13,2821.929931640625,12358.740234375,21857.4296875,7642.5
2018-08-14,2839.9599609375,12358.8701171875,22356.080078125,7611.60009765625
2018-08-15,2818.3701171875,12163.009765625,22204.220703125,7497.89990234375
2018-08-16,2840.68994140625,12237.169921875,22192.0390625,7556.39990234375
2018-08-17,2850.1298828125,12210.5498046875,22270.380859375,7558.60009765625
2018-08-20,2857.050048828125,12331.2998046875,22199.0,7591.2998046875
2018-08-21,2862.9599609375,12384.490234375,22219.73046875,7565.7001953125
2018-08-22,2861.820068359375,12385.7001953125,22362.55078125,7574.2001953125
2018-08-23,2856.97998046875,12365.580078125,22410.8203125,7563.2001953125
2018-08-24,2874.68994140625,12394.51953125,22601.76953125,7577.5
2018-08-28,2897.52001953125,12527.419921875,22813.470703125,7617.2001953125
2018-08-29,2914.0400390625,12561.6796875,22848.220703125,7563.2001953125
2018-08-30,2901.1298828125,12494.240234375,22869.5,7516.0
2018-08-31,2901.52001953125,12364.0595703125,22865.150390625,7432.39990234375
2018-09-04,2896.719970703125,12210.2099609375,22696.900390625,7457.89990234375
2018-09-05,2888.60009765625,12040.4599609375,22580.830078125,7383.2998046875
2018-09-06,2878.050048828125,11955.25,22487.939453125,7319.0
2018-09-07,2871.679931640625,11959.6298828125,22307.060546875,7277.7001953125
2018-09-10,2877.1298828125,11986.33984375,22373.08984375,7279.2998046875
2018-09-11,2887.889892578125,11970.26953125,22664.689453125,7273.5
2018-09-12,2888.919921875,12032.2998046875,22604.609375,7313.39990234375
2018-09-13,2904.179931640625,12055.5498046875,22821.3203125,7281.60009765625
2018-09-14,2904.97998046875,12124.330078125,23094.669921875,7304.0
2018-09-18,2904.31005859375,12157.669921875,23420.5390625,7300.2001953125
2018-09-19,2907.949951171875,12219.01953125,23672.51953125,7331.10009765625
2018-09-20,2930.75,12326.48046875,23674.9296875,7367.2998046875
2018-09-21,2929.669921875,12430.8798828125,23869.9296875,7490.2001953125
2018-09-25,2915.56005859375,12374.66015625,23940.259765625,7507.60009765625
2018-09-26,2905.969970703125,12385.8896484375,24033.7890625,7511.5
2018-09-27,2914.0,12435.58984375,23796.740234375,7545.39990234375
2018-09-28,2913.97998046875,12246.73046875,24120.0390625,7510.2001953125
2018-10-01,2924.590087890625,12339.0302734375,24245.759765625,7495.7001953125
2018-10-02,2923.429931640625,12287.580078125,24270.619140625,7474.60009765625
2018-10-04,2901.610107421875,12244.1396484375,23975.619140625,7418.2998046875
2018-10-05,2885.570068359375,12111.900390625,23783.720703125,7318.5
2018-10-09,2880.340087890625,11977.2197265625,23469.390625,7237.60009765625
2018-10-10,2785.679931640625,11712.5,23506.0390625,7145.7001953125
2018-10-11,2728.3701171875,11539.349609375,22590.859375,7006.89990234375
2018-10-12,2767.1298828125,11523.8095703125,22694.66015625,6995.89990234375
2018-10-15,2750.7900390625,11614.16015625,22271.30078125,7029.2001953125
2018-10-16,2809.919921875,11776.5498046875,22549.240234375,7059.39990234375
2018-10-17,2809.2099609375,11715.0302734375,22841.119140625,7054.60009765625
2018-10-18,2768.780029296875,11589.2099609375,22658.16015625,7027.0
2018-10-19,2767.780029296875,11553.830078125,22532.080078125,7049.7998046875
2018-10-22,2755.8798828125,11524.33984375,22614.8203125,7042.7998046875
2018-10-23,2740.68994140625,11274.2802734375,22010.779296875,6955.2001953125
2018-10-24,2656.10009765625,11191.6298828125,22091.1796875,6963.0
2018-10-25,2705.570068359375,11307.1201171875,21268.73046875,7004.10009765625
2018-10-26,2658.68994140625,11200.6201171875,21184.599609375,6939.60009765625
2018-10-29,2641.25,11335.48046875,21149.80078125,7026.2998046875
2018-10-30,2682.6298828125,11287.3896484375,21457.2890625,7035.89990234375
2018-10-31,2711.739990234375,11447.509765625,21920.4609375,7128.10009765625
2018-11-01,2740.3701171875,11468.5400390625,21687.650390625,7114.7001953125
2018-11-02,2723.06005859375,11518.990234375,22243.66015625,7094.10009765625
2018-11-05,2738.31005859375,11494.9599609375,21898.990234375,7103.7998046875
2018-11-06,2755.449951171875,11484.33984375,22147.75,7040.7001953125
2018-11-07,2813.889892578125,11579.099609375,22085.80078125,7117.2998046875
2018-11-08,2806.830078125,11527.3203125,22486.919921875,7140.7001953125
2018-11-09,2781.010009765625,11529.16015625,22250.25,7105.2998046875
2018-11-12,2726.219970703125,11325.4404296875,22269.880859375,7053.10009765625
2018-11-13,2722.179931640625,11472.2197265625,21810.51953125,7053.7998046875
2018-11-14,2701.580078125,11412.5302734375,21846.48046875,7033.7998046875
2018-11-15,2730.199951171875,11353.669921875,21803.619140625,7038.0
2018-11-16,2736.27001953125,11341.0,21680.33984375,7013.89990234375
2018-11-19,2690.72998046875,11244.5400390625,21821.16015625,7000.89990234375
2018-11-20,2641.889892578125,11066.41015625,21583.119140625,6947.89990234375
2018-11-21,2649.929931640625,11244.169921875,21507.5390625,7050.2001953125
2018-11-26,2673.449951171875,11354.7197265625,21812.0,7036.0
2018-11-27,2682.169921875,11309.1103515625,21952.400390625,7016.89990234375
2018-11-28,2743.7900390625,11298.8798828125,22177.01953125,7004.5
2018-11-29,2737.800048828125,11298.23046875,22262.599609375,7039.0
2018-11-30,2760.169921875,11257.240234375,22351.060546875,6980.2001953125
2018-12-03,2790.3701171875,11465.4599609375,22574.759765625,7062.39990234375
2018-12-04,2700.06005859375,11335.3203125,22036.05078125,7022.7998046875
2018-12-06,2695.949951171875,10810.98046875,21501.619140625,6704.10009765625
2018-12-07,2633.080078125,10788.08984375,21678.6796875,6778.10009765625
2018-12-10,2637.719970703125,10622.0703125,21219.5,6721.5
2018-12-11,2636.780029296875,10780.509765625,21148.01953125,6806.89990234375
2018-12-12,2651.070068359375,10929.4296875,21602.75,6880.2001953125
2018-12-13,2650.5400390625,10924.7001953125,21816.189453125,6877.5
2018-12-14,2599.949951171875,10865.76953125,21374.830078125,6845.2001953125
2018-12-17,2545.93994140625,10772.2001953125,21506.880859375,6773.2001953125
2018-12-18,2546.159912109375,10740.8896484375,21115.44921875,6701.60009765625
2018-12-19,2506.9599609375,10766.2099609375,20987.919921875,6765.89990234375
2018-12-20,2467.419921875,10611.099609375,20392.580078125,6711.89990234375
2018-12-21,2416.6201171875,10633.8203125,20166.189453125,6721.2001953125
2018-12-27,2488.830078125,10381.509765625,20077.619140625,6584.7001953125
2018-12-28,2485.739990234375,10558.9599609375,20014.76953125,6734.0
2019-01-04,2531.93994140625,10767.6904296875,19561.9609375,6837.39990234375
2019-01-07,2549.68994140625,10747.8095703125,20038.970703125,6810.89990234375
2019-01-08,2574.409912109375,10803.98046875,20204.0390625,6861.60009765625
2019-01-09,2584.9599609375,10893.3203125,20427.060546875,6906.60009765625
2019-01-10,2596.639892578125,10921.58984375,20163.80078125,6942.89990234375
2019-01-11,2596.260009765625,10887.4599609375,20359.69921875,6918.2001953125
2019-01-15,2610.300048828125,10891.7900390625,20555.2890625,6895.0
2019-01-16,2616.10009765625,10931.240234375,20442.75,6862.7001953125
2019-01-17,2635.9599609375,10918.6201171875,20402.26953125,6834.89990234375
2019-01-18,2670.7099609375,11205.5400390625,20666.0703125,6968.2998046875
2019-01-22,2632.89990234375,11090.1103515625,20622.91015625,6901.39990234375
2019-01-23,2638.699951171875,11071.5400390625,20593.720703125,6842.89990234375
2019-01-24,2642.330078125,11130.1796875,20574.630859375,6819.0
2019-01-25,2664.760009765625,11281.7900390625,20773.560546875,6809.2001953125
