Date,Price
14/2/2012,"1,722.0"
15/2/2012,"1,733.0"
16/2/2012,"1,713.0"
17/2/2012,"1,723.0"
20/2/2012,"1,733.0"
21/2/2012,"1,748.0"
22/2/2012,"1,752.0"
23/2/2012,"1,777.0"
24/2/2012,"1,777.5"
27/2/2012,"1,772.0"
28/2/2012,"1,781.0"
29/2/2012,"1,770.0"
1/3/2012,"1,714.0"
2/3/2012,"1,707.0"
5/3/2012,"1,705.0"
6/3/2012,"1,669.0"
7/3/2012,"1,677.5"
8/3/2012,"1,690.0"
9/3/2012,"1,687.5"
12/3/2012,"1,697.5"
13/3/2012,"1,690.0"
14/3/2012,"1,644.3"
15/3/2012,"1,648.0"
16/3/2012,"1,658.0"
19/3/2012,"1,661.5"
20/3/2012,"1,656.8"
21/3/2012,"1,649.3"
22/3/2012,"1,635.5"
23/3/2012,"1,664.0"
26/3/2012,"1,680.3"
27/3/2012,"1,692.0"
28/3/2012,"1,676.0"
29/3/2012,"1,657.5"
30/3/2012,"1,662.5"
2/4/2012,"1,677.5"
3/4/2012,"1,676.3"
4/4/2012,"1,621.0"
5/4/2012,"1,631.0"
6/4/2012,"1,631.0"
9/4/2012,"1,631.0"
10/4/2012,"1,644.0"
11/4/2012,"1,658.0"
12/4/2012,"1,668.5"
13/4/2012,"1,666.5"
16/4/2012,"1,653.0"
17/4/2012,"1,635.5"
18/4/2012,"1,644.0"
19/4/2012,"1,650.0"
20/4/2012,"1,641.5"
23/4/2012,"1,629.0"
24/4/2012,"1,649.5"
25/4/2012,"1,637.8"
26/4/2012,"1,653.5"
27/4/2012,"1,663.5"
30/4/2012,"1,651.3"
1/5/2012,"1,664.0"
2/5/2012,"1,648.0"
3/5/2012,"1,637.8"
4/5/2012,"1,643.8"
7/5/2012,"1,643.8"
8/5/2012,"1,602.5"
9/5/2012,"1,582.5"
10/5/2012,"1,598.5"
11/5/2012,"1,583.0"
14/5/2012,"1,558.5"
15/5/2012,"1,556.5"
16/5/2012,"1,548.5"
17/5/2012,"1,554.0"
18/5/2012,"1,589.5"
21/5/2012,"1,592.5"
22/5/2012,"1,582.5"
23/5/2012,"1,549.0"
24/5/2012,"1,568.5"
25/5/2012,"1,569.5"
28/5/2012,"1,574.6"
29/5/2012,"1,579.5"
30/5/2012,"1,540.0"
31/5/2012,"1,558.0"
1/6/2012,"1,606.0"
4/6/2012,"1,606.0"
5/6/2012,"1,606.0"
6/6/2012,"1,635.0"
7/6/2012,"1,606.0"
8/6/2012,"1,576.5"
11/6/2012,"1,584.0"
12/6/2012,"1,603.5"
13/6/2012,"1,619.5"
14/6/2012,"1,613.5"
15/6/2012,"1,627.3"
18/6/2012,"1,615.5"
19/6/2012,"1,625.5"
20/6/2012,"1,601.0"
21/6/2012,"1,582.0"
22/6/2012,"1,565.5"
25/6/2012,"1,570.0"
26/6/2012,"1,576.0"
27/6/2012,"1,573.5"
28/6/2012,"1,558.5"
29/6/2012,"1,598.5"
2/7/2012,"1,592.0"
3/7/2012,"1,617.5"
4/7/2012,"1,613.5"
5/7/2012,"1,604.0"
6/7/2012,"1,587.0"
9/7/2012,"1,585.0"
10/7/2012,"1,595.3"
11/7/2012,"1,577.0"
12/7/2012,"1,556.3"
13/7/2012,"1,595.5"
16/7/2012,"1,589.8"
17/7/2012,"1,585.3"
18/7/2012,"1,575.3"
19/7/2012,"1,584.0"
20/7/2012,"1,576.3"
23/7/2012,"1,572.3"
24/7/2012,"1,583.3"
25/7/2012,"1,601.0"
26/7/2012,"1,618.0"
27/7/2012,"1,618.3"
30/7/2012,"1,617.8"
31/7/2012,"1,622.0"
1/8/2012,"1,599.0"
2/8/2012,"1,597.0"
3/8/2012,"1,602.0"
6/8/2012,"1,610.0"
7/8/2012,"1,611.0"
8/8/2012,"1,613.3"
9/8/2012,"1,615.0"
10/8/2012,"1,618.5"
13/8/2012,"1,622.5"
14/8/2012,"1,597.8"
15/8/2012,"1,601.8"
16/8/2012,"1,604.5"
17/8/2012,"1,614.8"
20/8/2012,"1,615.0"
21/8/2012,"1,639.5"
22/8/2012,"1,642.0"
23/8/2012,"1,665.3"
24/8/2012,"1,667.0"
27/8/2012,"1,667.0"
28/8/2012,"1,668.0"
29/8/2012,"1,660.0"
30/8/2012,"1,660.5"
31/8/2012,"1,648.5"
3/9/2012,"1,691.5"
4/9/2012,"1,697.0"
5/9/2012,"1,690.0"
6/9/2012,"1,701.0"
7/9/2012,"1,728.0"
10/9/2012,"1,732.0"
11/9/2012,"1,736.8"
12/9/2012,"1,737.0"
13/9/2012,"1,733.3"
14/9/2012,"1,775.5"
17/9/2012,"1,770.0"
18/9/2012,"1,769.5"
19/9/2012,"1,766.8"
20/9/2012,"1,758.5"
21/9/2012,"1,784.5"
24/9/2012,"1,762.5"
25/9/2012,"1,771.5"
26/9/2012,"1,744.8"
27/9/2012,"1,763.0"
28/9/2012,"1,776.0"
1/10/2012,"1,787.0"
2/10/2012,"1,775.5"
3/10/2012,"1,775.3"
4/10/2012,"1,791.8"
5/10/2012,"1,784.0"
8/10/2012,"1,773.5"
9/10/2012,"1,774.0"
10/10/2012,"1,761.3"
11/10/2012,"1,769.0"
12/10/2012,"1,766.8"
15/10/2012,"1,736.0"
16/10/2012,"1,746.5"
17/10/2012,"1,749.0"
18/10/2012,"1,743.0"
19/10/2012,"1,737.0"
22/10/2012,"1,726.8"
23/10/2012,"1,711.0"
24/10/2012,"1,706.5"
25/10/2012,"1,715.5"
26/10/2012,"1,716.0"
29/10/2012,"1,707.0"
30/10/2012,"1,710.0"
31/10/2012,"1,719.0"
1/11/2012,"1,716.3"
2/11/2012,"1,685.0"
5/11/2012,"1,683.5"
6/11/2012,"1,691.0"
7/11/2012,"1,715.3"
8/11/2012,"1,717.0"
9/11/2012,"1,738.3"
12/11/2012,"1,735.3"
13/11/2012,"1,726.3"
14/11/2012,"1,725.8"
15/11/2012,"1,710.0"
16/11/2012,"1,713.5"
19/11/2012,"1,730.5"
20/11/2012,"1,732.3"
21/11/2012,"1,724.0"
22/11/2012,"1,731.0"
23/11/2012,"1,734.5"
26/11/2012,"1,750.5"
27/11/2012,"1,746.3"
28/11/2012,"1,708.0"
29/11/2012,"1,725.0"
30/11/2012,"1,726.0"
3/12/2012,"1,720.0"
4/12/2012,"1,697.8"
5/12/2012,"1,694.0"
6/12/2012,"1,694.3"
7/12/2012,"1,701.5"
10/12/2012,"1,712.5"
11/12/2012,"1,710.0"
12/12/2012,"1,716.3"
13/12/2012,"1,692.8"
14/12/2012,"1,696.3"
17/12/2012,"1,695.8"
18/12/2012,"1,694.0"
19/12/2012,"1,665.0"
20/12/2012,"1,650.5"
21/12/2012,"1,651.5"
24/12/2012,"1,651.5"
25/12/2012,"1,651.5"
26/12/2012,"1,651.5"
27/12/2012,"1,655.5"
28/12/2012,"1,657.5"
31/12/2012,"1,657.5"
1/1/2013,"1,657.5"
2/1/2013,"1,693.8"
3/1/2013,"1,679.5"
4/1/2013,"1,648.0"
7/1/2013,"1,645.3"
8/1/2013,"1,656.0"
9/1/2013,"1,657.8"
10/1/2013,"1,675.0"
11/1/2013,"1,657.5"
14/1/2013,"1,666.5"
15/1/2013,"1,680.5"
16/1/2013,"1,676.3"
17/1/2013,"1,675.0"
18/1/2013,"1,688.5"
21/1/2013,"1,687.5"
22/1/2013,"1,690.5"
23/1/2013,"1,690.3"
24/1/2013,"1,671.0"
25/1/2013,"1,660.0"
28/1/2013,"1,656.5"
29/1/2013,"1,663.5"
30/1/2013,"1,677.5"
31/1/2013,"1,664.8"
1/2/2013,"1,669.0"
4/2/2013,"1,666.0"
5/2/2013,"1,673.5"
6/2/2013,"1,674.3"
7/2/2013,"1,668.0"
8/2/2013,"1,668.3"
11/2/2013,"1,652.0"
12/2/2013,"1,647.5"
13/2/2013,"1,645.0"
14/2/2013,"1,646.0"
15/2/2013,"1,612.3"
18/2/2013,"1,610.8"
19/2/2013,"1,607.8"
20/2/2013,"1,588.5"
21/2/2013,"1,577.0"
22/2/2013,"1,576.5"
25/2/2013,"1,586.3"
26/2/2013,"1,590.5"
27/2/2013,"1,604.3"
28/2/2013,"1,588.5"
1/3/2013,"1,582.3"
4/3/2013,"1,574.3"
5/3/2013,"1,579.8"
6/3/2013,"1,574.0"
7/3/2013,"1,579.5"
8/3/2013,"1,581.8"
11/3/2013,"1,579.0"
12/3/2013,"1,594.0"
13/3/2013,"1,589.3"
14/3/2013,"1,586.0"
15/3/2013,"1,595.5"
18/3/2013,"1,603.8"
19/3/2013,"1,610.8"
20/3/2013,"1,607.5"
21/3/2013,"1,613.8"
22/3/2013,"1,607.8"
25/3/2013,"1,599.3"
26/3/2013,"1,598.0"
27/3/2013,"1,603.0"
28/3/2013,"1,598.3"
29/3/2013,"1,598.3"
1/4/2013,"1,598.3"
2/4/2013,"1,583.5"
3/4/2013,"1,574.8"
4/4/2013,"1,546.5"
5/4/2013,"1,568.0"
8/4/2013,"1,575.0"
9/4/2013,"1,577.3"
10/4/2013,"1,575.0"
11/4/2013,"1,565.0"
12/4/2013,"1,535.5"
15/4/2013,"1,395.0"
16/4/2013,"1,380.0"
17/4/2013,"1,392.0"
18/4/2013,"1,393.8"
19/4/2013,"1,405.5"
22/4/2013,"1,424.5"
23/4/2013,"1,408.0"
24/4/2013,"1,428.5"
25/4/2013,"1,451.0"
26/4/2013,"1,471.5"
29/4/2013,"1,467.5"
30/4/2013,"1,469.0"
1/5/2013,"1,454.8"
2/5/2013,"1,469.3"
3/5/2013,"1,469.3"
6/5/2013,"1,469.3"
7/5/2013,"1,444.3"
8/5/2013,"1,468.0"
9/5/2013,"1,465.5"
10/5/2013,"1,426.5"
13/5/2013,"1,430.8"
14/5/2013,"1,433.8"
15/5/2013,"1,410.0"
16/5/2013,"1,381.0"
17/5/2013,"1,368.8"
20/5/2013,"1,354.8"
21/5/2013,"1,360.8"
22/5/2013,"1,408.5"
23/5/2013,"1,380.5"
24/5/2013,"1,390.3"
27/5/2013,"1,390.3"
28/5/2013,"1,376.5"
29/5/2013,"1,382.5"
30/5/2013,"1,413.5"
31/5/2013,"1,394.5"
3/6/2013,"1,402.5"
4/6/2013,"1,399.5"
5/6/2013,"1,404.0"
6/6/2013,"1,400.0"
7/6/2013,"1,386.0"
10/6/2013,"1,383.3"
11/6/2013,"1,374.3"
12/6/2013,"1,382.8"
13/6/2013,"1,385.0"
14/6/2013,"1,391.3"
17/6/2013,"1,384.8"
18/6/2013,"1,366.8"
19/6/2013,"1,372.8"
20/6/2013,"1,292.5"
21/6/2013,"1,295.3"
24/6/2013,"1,286.8"
25/6/2013,"1,279.0"
26/6/2013,"1,236.3"
27/6/2013,"1,232.8"
28/6/2013,"1,192.0"
1/7/2013,"1,242.8"
2/7/2013,"1,252.5"
3/7/2013,"1,250.0"
4/7/2013,"1,251.8"
5/7/2013,"1,212.8"
8/7/2013,"1,235.3"
9/7/2013,"1,255.5"
10/7/2013,"1,256.0"
11/7/2013,"1,285.0"
12/7/2013,"1,279.8"
15/7/2013,"1,284.8"
16/7/2013,"1,291.5"
17/7/2013,"1,297.3"
18/7/2013,"1,283.3"
19/7/2013,"1,295.8"
22/7/2013,"1,327.0"
23/7/2013,"1,333.5"
24/7/2013,"1,335.0"
25/7/2013,"1,326.0"
26/7/2013,"1,331.0"
29/7/2013,"1,329.8"
30/7/2013,"1,324.2"
31/7/2013,"1,314.5"
1/8/2013,"1,315.0"
2/8/2013,"1,309.3"
5/8/2013,"1,304.8"
6/8/2013,"1,280.5"
7/8/2013,"1,282.5"
8/8/2013,"1,298.3"
9/8/2013,"1,309.0"
12/8/2013,"1,341.0"
13/8/2013,"1,328.5"
14/8/2013,"1,326.5"
15/8/2013,"1,329.8"
16/8/2013,"1,369.3"
19/8/2013,"1,365.0"
20/8/2013,"1,372.5"
21/8/2013,"1,363.0"
22/8/2013,"1,375.5"
23/8/2013,"1,377.5"
26/8/2013,"1,377.5"
27/8/2013,"1,419.3"
28/8/2013,"1,419.5"
29/8/2013,"1,407.8"
30/8/2013,"1,394.8"
2/9/2013,"1,392.3"
3/9/2013,"1,399.5"
4/9/2013,"1,390.0"
5/9/2013,"1,385.0"
6/9/2013,"1,387.0"
9/9/2013,"1,390.0"
10/9/2013,"1,358.3"
11/9/2013,"1,363.8"
12/9/2013,"1,328.0"
13/9/2013,"1,318.5"
16/9/2013,"1,324.0"
17/9/2013,"1,312.3"
18/9/2013,"1,301.0"
19/9/2013,"1,365.5"
20/9/2013,"1,349.3"
23/9/2013,"1,323.0"
24/9/2013,"1,314.3"
25/9/2013,"1,322.8"
26/9/2013,"1,333.0"
27/9/2013,"1,341.0"
30/9/2013,"1,326.5"
1/10/2013,"1,290.8"
2/10/2013,"1,306.3"
3/10/2013,"1,316.0"
4/10/2013,"1,309.8"
7/10/2013,"1,323.5"
8/10/2013,"1,329.5"
9/10/2013,"1,304.0"
10/10/2013,"1,298.5"
11/10/2013,"1,265.5"
14/10/2013,"1,285.5"
15/10/2013,"1,270.5"
16/10/2013,"1,273.5"
17/10/2013,"1,319.3"
18/10/2013,"1,316.5"
21/10/2013,"1,317.5"
22/10/2013,"1,333.0"
23/10/2013,"1,331.3"
24/10/2013,"1,344.8"
25/10/2013,"1,347.8"
28/10/2013,"1,361.0"
29/10/2013,"1,349.3"
30/10/2013,"1,354.8"
31/10/2013,"1,324.0"
1/11/2013,"1,306.8"
4/11/2013,"1,320.5"
5/11/2013,"1,307.3"
6/11/2013,"1,319.0"
7/11/2013,"1,307.3"
8/11/2013,"1,285.5"
11/11/2013,"1,282.5"
12/11/2013,"1,281.3"
13/11/2013,"1,272.5"
14/11/2013,"1,286.0"
15/11/2013,"1,287.3"
18/11/2013,"1,283.5"
19/11/2013,"1,275.8"
20/11/2013,"1,257.0"
21/11/2013,"1,240.0"
22/11/2013,"1,246.3"
25/11/2013,"1,243.0"
26/11/2013,"1,247.5"
27/11/2013,"1,245.0"
28/11/2013,"1,245.5"
29/11/2013,"1,253.0"
2/12/2013,"1,229.5"
3/12/2013,"1,217.3"
4/12/2013,"1,227.5"
5/12/2013,"1,222.5"
6/12/2013,"1,233.0"
9/12/2013,"1,237.0"
10/12/2013,"1,266.3"
11/12/2013,"1,260.8"
12/12/2013,"1,225.3"
13/12/2013,"1,232.0"
16/12/2013,"1,234.8"
17/12/2013,"1,231.8"
18/12/2013,"1,230.5"
19/12/2013,"1,196.0"
20/12/2013,"1,195.3"
23/12/2013,"1,199.0"
24/12/2013,"1,199.0"
25/12/2013,"1,199.0"
26/12/2013,"1,199.0"
27/12/2013,"1,214.5"
30/12/2013,"1,204.5"
31/12/2013,"1,204.5"
1/1/2014,"1,204.5"
2/1/2014,"1,225.0"
3/1/2014,"1,234.5"
6/1/2014,"1,246.3"
7/1/2014,"1,227.5"
8/1/2014,"1,221.0"
9/1/2014,"1,226.0"
10/1/2014,"1,244.3"
13/1/2014,"1,248.0"
14/1/2014,"1,251.5"
15/1/2014,"1,236.0"
16/1/2014,"1,241.5"
17/1/2014,"1,250.0"
20/1/2014,"1,255.8"
21/1/2014,"1,238.0"
22/1/2014,"1,241.0"
23/1/2014,"1,263.0"
24/1/2014,"1,267.0"
27/1/2014,"1,260.5"
28/1/2014,"1,251.3"
29/1/2014,"1,264.0"
30/1/2014,"1,242.5"
31/1/2014,"1,251.0"
3/2/2014,"1,262.0"
4/2/2014,"1,250.3"
5/2/2014,"1,254.5"
6/2/2014,"1,256.5"
7/2/2014,"1,259.3"
10/2/2014,"1,277.0"
11/2/2014,"1,282.0"
12/2/2014,"1,289.5"
13/2/2014,"1,296.0"
14/2/2014,"1,320.0"
17/2/2014,"1,327.5"
18/2/2014,"1,320.8"
19/2/2014,"1,320.5"
20/2/2014,"1,316.3"
21/2/2014,"1,323.3"
24/2/2014,"1,334.8"
25/2/2014,"1,339.0"
26/2/2014,"1,331.8"
27/2/2014,"1,332.3"
28/2/2014,"1,326.5"
3/3/2014,"1,349.5"
4/3/2014,"1,334.8"
5/3/2014,"1,337.0"
6/3/2014,"1,345.3"
7/3/2014,"1,335.3"
10/3/2014,"1,344.0"
11/3/2014,"1,346.3"
12/3/2014,"1,366.0"
13/3/2014,"1,368.8"
14/3/2014,"1,385.0"
17/3/2014,"1,378.5"
18/3/2014,"1,355.8"
19/3/2014,"1,338.0"
20/3/2014,"1,327.0"
21/3/2014,"1,336.0"
24/3/2014,"1,310.8"
25/3/2014,"1,313.5"
26/3/2014,"1,304.0"
27/3/2014,"1,296.0"
28/3/2014,"1,294.8"
31/3/2014,"1,291.8"
1/4/2014,"1,283.8"
2/4/2014,"1,292.0"
3/4/2014,"1,284.0"
4/4/2014,"1,297.3"
7/4/2014,"1,299.0"
8/4/2014,"1,309.5"
9/4/2014,"1,301.8"
10/4/2014,"1,320.5"
11/4/2014,"1,318.0"
14/4/2014,"1,325.8"
15/4/2014,"1,298.0"
16/4/2014,"1,301.5"
17/4/2014,"1,299.0"
18/4/2014,"1,299.0"
21/4/2014,"1,299.0"
22/4/2014,"1,286.8"
23/4/2014,"1,285.3"
24/4/2014,"1,291.5"
25/4/2014,"1,301.3"
28/4/2014,"1,299.0"
29/4/2014,"1,297.8"
30/4/2014,"1,288.5"
1/5/2014,"1,278.5"
2/5/2014,"1,281.3"
5/5/2014,"1,281.3"
6/5/2014,"1,306.3"
7/5/2014,"1,296.0"
8/5/2014,"1,287.0"
9/5/2014,"1,291.3"
12/5/2014,"1,298.8"
13/5/2014,"1,296.5"
14/5/2014,"1,305.3"
15/5/2014,"1,299.0"
16/5/2014,"1,291.5"
19/5/2014,"1,302.0"
20/5/2014,"1,295.5"
21/5/2014,"1,287.3"
22/5/2014,"1,298.5"
23/5/2014,"1,291.5"
26/5/2014,"1,291.5"
27/5/2014,"1,275.5"
28/5/2014,"1,263.5"
29/5/2014,"1,255.0"
30/5/2014,"1,250.5"
2/6/2014,"1,247.3"
3/6/2014,"1,242.8"
4/6/2014,"1,245.3"
5/6/2014,"1,252.5"
6/6/2014,"1,247.5"
9/6/2014,"1,253.5"
10/6/2014,"1,259.5"
11/6/2014,"1,262.0"
12/6/2014,"1,265.8"
13/6/2014,"1,273.0"
16/6/2014,"1,276.3"
17/6/2014,"1,267.5"
18/6/2014,"1,269.8"
19/6/2014,"1,293.0"
20/6/2014,"1,312.5"
23/6/2014,"1,313.5"
24/6/2014,"1,318.5"
25/6/2014,"1,316.8"
26/6/2014,"1,311.8"
27/6/2014,"1,317.5"
30/6/2014,"1,315.0"
1/7/2014,"1,327.5"
2/7/2014,"1,326.5"
3/7/2014,"1,317.5"
4/7/2014,"1,319.3"
7/7/2014,"1,313.0"
8/7/2014,"1,323.0"
9/7/2014,"1,322.8"
10/7/2014,"1,340.3"
11/7/2014,"1,335.0"
14/7/2014,"1,306.0"
15/7/2014,"1,310.0"
16/7/2014,"1,301.0"
17/7/2014,"1,302.5"
18/7/2014,"1,307.3"
21/7/2014,"1,311.5"
22/7/2014,"1,310.3"
23/7/2014,"1,308.0"
24/7/2014,"1,292.8"
25/7/2014,"1,294.8"
28/7/2014,"1,304.5"
29/7/2014,"1,299.3"
30/7/2014,"1,294.5"
31/7/2014,"1,285.3"
1/8/2014,"1,291.3"
4/8/2014,"1,290.5"
5/8/2014,"1,284.8"
6/8/2014,"1,306.5"
7/8/2014,"1,305.3"
8/8/2014,"1,309.8"
11/8/2014,"1,307.3"
12/8/2014,"1,315.8"
13/8/2014,"1,312.0"
14/8/2014,"1,313.5"
15/8/2014,"1,296.0"
18/8/2014,"1,296.8"
19/8/2014,"1,296.5"
20/8/2014,"1,295.0"
21/8/2014,"1,275.3"
22/8/2014,"1,277.3"
25/8/2014,"1,277.3"
26/8/2014,"1,286.0"
27/8/2014,"1,282.8"
28/8/2014,"1,292.0"
29/8/2014,"1,285.8"
1/9/2014,"1,286.5"
2/9/2014,"1,267.0"
3/9/2014,"1,265.5"
4/9/2014,"1,271.5"
5/9/2014,"1,266.0"
8/9/2014,"1,259.0"
9/9/2014,"1,255.8"
10/9/2014,"1,251.0"
11/9/2014,"1,241.3"
12/9/2014,"1,231.5"
15/9/2014,"1,234.3"
16/9/2014,"1,232.3"
17/9/2014,"1,236.0"
18/9/2014,"1,220.5"
19/9/2014,"1,219.8"
22/9/2014,"1,213.5"
23/9/2014,"1,222.0"
24/9/2014,"1,217.3"
25/9/2014,"1,213.8"
26/9/2014,"1,213.8"
29/9/2014,"1,219.5"
30/9/2014,"1,216.5"
1/10/2014,"1,216.5"
2/10/2014,"1,211.8"
3/10/2014,"1,195.0"
6/10/2014,"1,195.8"
7/10/2014,"1,210.5"
8/10/2014,"1,217.0"
9/10/2014,"1,226.8"
10/10/2014,"1,219.0"
13/10/2014,"1,229.0"
14/10/2014,"1,234.8"
15/10/2014,"1,237.5"
16/10/2014,"1,237.8"
17/10/2014,"1,234.3"
20/10/2014,"1,244.5"
21/10/2014,"1,250.3"
22/10/2014,"1,243.8"
23/10/2014,"1,232.8"
24/10/2014,"1,232.8"
27/10/2014,"1,228.8"
28/10/2014,"1,229.3"
29/10/2014,"1,223.5"
30/10/2014,"1,202.0"
31/10/2014,"1,164.3"
3/11/2014,"1,167.8"
4/11/2014,"1,166.5"
5/11/2014,"1,142.0"
6/11/2014,"1,145.0"
7/11/2014,"1,154.5"
10/11/2014,"1,162.0"
11/11/2014,"1,156.5"
12/11/2014,"1,164.5"
13/11/2014,"1,161.8"
14/11/2014,"1,169.0"
17/11/2014,"1,182.5"
18/11/2014,"1,192.8"
19/11/2014,"1,196.0"
20/11/2014,"1,190.0"
21/11/2014,"1,203.8"
24/11/2014,"1,197.5"
25/11/2014,"1,199.0"
26/11/2014,"1,197.5"
27/11/2014,"1,194.8"
28/11/2014,"1,182.8"
1/12/2014,"1,194.0"
2/12/2014,"1,195.0"
3/12/2014,"1,204.8"
4/12/2014,"1,209.0"
5/12/2014,"1,194.0"
8/12/2014,"1,193.0"
9/12/2014,"1,227.0"
10/12/2014,"1,229.0"
11/12/2014,"1,216.3"
12/12/2014,"1,217.0"
15/12/2014,"1,209.3"
16/12/2014,"1,202.5"
17/12/2014,"1,195.8"
18/12/2014,"1,199.0"
19/12/2014,"1,195.5"
22/12/2014,"1,195.3"
23/12/2014,"1,175.8"
24/12/2014,"1,175.8"
25/12/2014,"1,175.8"
26/12/2014,"1,175.8"
29/12/2014,"1,185.5"
30/12/2014,"1,206.0"
31/12/2014,"1,206.0"
1/1/2015,"1,206.0"
2/1/2015,"1,172.0"
5/1/2015,"1,200.0"
6/1/2015,"1,210.3"
7/1/2015,"1,210.5"
8/1/2015,"1,215.5"
9/1/2015,"1,217.8"
12/1/2015,"1,226.5"
13/1/2015,"1,231.5"
14/1/2015,"1,235.0"
15/1/2015,"1,259.0"
16/1/2015,"1,277.5"
19/1/2015,"1,273.8"
20/1/2015,"1,288.8"
21/1/2015,"1,293.5"
22/1/2015,"1,295.8"
23/1/2015,"1,294.8"
26/1/2015,"1,281.3"
27/1/2015,"1,288.5"
28/1/2015,"1,288.0"
29/1/2015,"1,268.8"
30/1/2015,"1,260.3"
2/2/2015,"1,272.5"
3/2/2015,"1,264.3"
4/2/2015,"1,268.5"
5/2/2015,"1,259.3"
6/2/2015,"1,241.0"
9/2/2015,"1,238.5"
10/2/2015,"1,234.5"
11/2/2015,"1,223.8"
12/2/2015,"1,222.5"
13/2/2015,"1,232.5"
16/2/2015,"1,229.3"
17/2/2015,"1,209.5"
18/2/2015,"1,206.0"
19/2/2015,"1,209.5"
20/2/2015,"1,208.3"
23/2/2015,"1,204.5"
24/2/2015,"1,192.5"
25/2/2015,"1,204.8"
26/2/2015,"1,208.3"
27/2/2015,"1,214.0"
2/3/2015,"1,212.5"
3/3/2015,"1,212.8"
4/3/2015,"1,199.5"
5/3/2015,"1,202.0"
6/3/2015,"1,175.8"
9/3/2015,"1,168.5"
10/3/2015,"1,162.0"
11/3/2015,"1,150.0"
12/3/2015,"1,152.3"
13/3/2015,"1,152.0"
16/3/2015,"1,150.8"
17/3/2015,"1,150.8"
18/3/2015,"1,147.3"
19/3/2015,"1,166.0"
20/3/2015,"1,183.1"
23/3/2015,"1,186.3"
24/3/2015,"1,191.5"
25/3/2015,"1,195.6"
26/3/2015,"1,203.2"
27/3/2015,"1,195.8"
30/3/2015,"1,185.5"
31/3/2015,"1,187.0"
1/4/2015,"1,197.0"
2/4/2015,"1,198.5"
3/4/2015,"1,198.5"
6/4/2015,"1,198.5"
7/4/2015,"1,211.0"
8/4/2015,"1,207.3"
9/4/2015,"1,194.8"
10/4/2015,"1,207.4"
13/4/2015,"1,198.9"
14/4/2015,"1,194.8"
15/4/2015,"1,192.9"
16/4/2015,"1,204.4"
17/4/2015,"1,203.4"
20/4/2015,"1,196.5"
21/4/2015,"1,195.3"
22/4/2015,"1,189.3"
23/4/2015,"1,185.8"
24/4/2015,"1,183.0"
27/4/2015,"1,200.0"
28/4/2015,"1,209.0"
29/4/2015,"1,209.0"
30/4/2015,"1,180.3"
1/5/2015,"1,176.0"
4/5/2015,"1,176.0"
5/5/2015,"1,197.0"
6/5/2015,"1,194.3"
7/5/2015,"1,187.0"
8/5/2015,"1,186.0"
11/5/2015,"1,189.3"
12/5/2015,"1,191.5"
13/5/2015,"1,210.5"
14/5/2015,"1,225.0"
15/5/2015,"1,220.5"
18/5/2015,"1,223.5"
19/5/2015,"1,214.3"
20/5/2015,"1,210.5"
21/5/2015,"1,205.0"
22/5/2015,"1,204.1"
25/5/2015,"1,204.1"
26/5/2015,"1,185.4"
27/5/2015,"1,185.9"
28/5/2015,"1,185.0"
29/5/2015,"1,191.4"
1/6/2015,"1,199.9"
2/6/2015,"1,192.8"
3/6/2015,"1,190.0"
4/6/2015,"1,176.0"
5/6/2015,"1,164.6"
8/6/2015,"1,172.8"
9/6/2015,"1,177.4"
10/6/2015,"1,188.5"
11/6/2015,"1,178.5"
12/6/2015,"1,182.8"
15/6/2015,"1,181.4"
16/6/2015,"1,177.8"
17/6/2015,"1,178.0"
18/6/2015,"1,201.9"
19/6/2015,"1,203.4"
22/6/2015,"1,185.5"
23/6/2015,"1,178.0"
24/6/2015,"1,173.8"
25/6/2015,"1,172.7"
26/6/2015,"1,170.5"
29/6/2015,"1,176.0"
30/6/2015,"1,171.0"
1/7/2015,"1,168.0"
2/7/2015,"1,165.3"
3/7/2015,"1,168.0"
6/7/2015,"1,166.0"
7/7/2015,"1,156.3"
8/7/2015,"1,158.5"
9/7/2015,"1,164.3"
10/7/2015,"1,159.3"
13/7/2015,"1,154.0"
14/7/2015,"1,157.4"
15/7/2015,"1,147.4"
16/7/2015,"1,144.4"
17/7/2015,"1,132.8"
20/7/2015,"1,104.6"
21/7/2015,"1,105.6"
22/7/2015,"1,088.6"
23/7/2015,"1,097.4"
24/7/2015,"1,080.8"
27/7/2015,"1,100.0"
28/7/2015,"1,096.2"
29/7/2015,"1,090.3"
30/7/2015,"1,087.5"
31/7/2015,"1,098.4"
3/8/2015,"1,091.9"
4/8/2015,"1,090.7"
5/8/2015,"1,085.1"
6/8/2015,"1,089.8"
7/8/2015,"1,093.5"
10/8/2015,"1,097.0"
11/8/2015,"1,108.3"
12/8/2015,"1,119.0"
13/8/2015,"1,116.8"
14/8/2015,"1,118.3"
17/8/2015,"1,118.8"
18/8/2015,"1,111.5"
19/8/2015,"1,126.2"
20/8/2015,"1,147.7"
21/8/2015,"1,156.5"
24/8/2015,"1,166.5"
25/8/2015,"1,137.5"
26/8/2015,"1,120.8"
27/8/2015,"1,119.0"
28/8/2015,"1,135.0"
31/8/2015,"1,135.0"
1/9/2015,"1,142.3"
2/9/2015,"1,137.8"
3/9/2015,"1,128.0"
4/9/2015,"1,118.3"
7/9/2015,"1,119.5"
8/9/2015,"1,121.2"
9/9/2015,"1,109.9"
